,zipcode,city,state,median_listing_price
2352,78739, Austin ,TX ,575000
2353,75074, PLANO ,TX ,225000
2354,75216, Dallas ,TX ,169900
2355,78731, AUSTIN ,TX ,6999000
2356,79912, El Paso ,TX ,255000
2357,75006, Carrollton ,TX ,199000
2358,78737, AUSTIN ,TX ,499900
2359,77083, HOUSTON ,TX ,223500
2360,78727, AUSTIN ,TX ,249900
2361,76107, Fort Worth ,TX ,7950000
2362,75231, Dallas ,TX ,129000
2363,76706, WACO ,TX ,129000
2364,78254, SAN ANTONIO ,TX ,205000
2365,78133, CANYON LAKE ,TX ,240000
2366,75803, Palestine ,TX ,239900
2367,75074, PLANO ,TX ,378900
2368,76112, Fort Worth ,TX ,250000
2369,75035, FRISCO ,TX ,270900
2370,78744, AUSTIN ,TX ,205000
2371,78227, SAN ANTONIO ,TX ,199900
2372,78244, SAN ANTONIO ,TX ,149500
2373,76707, WACO ,TX ,119900
2374,75216, Dallas ,TX ,187500
2375,08857, Old Bridge ,NJ ,375000
2376,07724, Tinton Falls ,NJ ,589900
2377,07040, Maplewood ,NJ ,209000
2378,07928, CHATHAM ,NJ ,949000
2379,07090, WESTFIELD ,NJ ,799000
2380,07024, FORT LEE ,NJ ,8000000
2381,07041, Millburn ,NJ ,1100000
2382,07981, WHIPPANY ,NJ ,525000
2383,07067, Colonia ,NJ ,349000
2384,08055, MEDFORD ,NJ ,429800
2385,07052, West Orange ,NJ ,369000
2386,07005, BOONTON ,NJ ,349900
2387,07470, Wayne ,NJ ,329000
2388,07090, WESTFIELD ,NJ ,725000
2389,08857, Old Bridge ,NJ ,369900
2390,07307, JERSEY CITY ,NJ ,479000
2391,07753, NEPTUNE ,NJ ,269000
2392,07044, Verona ,NJ ,498000
2393,07078, Short Hills ,NJ ,1499000
2394,07083, UNION ,NJ ,289000
2395,07204, ROSELLE PARK ,NJ ,199900
2396,07306, Jersey City ,NJ ,595000
2397,07028, Glen Ridge ,NJ ,549000
2398,07621, BERGENFIELD ,NJ ,495000
2399,07628, Dumont ,NJ ,469000
2400,37130, MURFREESBORO ,TN ,219900
2401,37130, MURFREESBORO ,TN ,239000
2402,37215, NASHVILLE ,TN ,995000
2403,37803, Maryville ,TN ,189900
2404,37803, Maryville ,TN ,192900
2405,38138, GERMANTOWN ,TN ,339900
2406,37411, CHATTANOOGA ,TN ,279900
2407,37922, KNOXVILLE ,TN ,345000
2408,37027, BRENTWOOD ,TN ,800000
2409,38242, Paris ,TN ,55000
2410,37216, Nashville ,TN ,269900
2411,38583, Sparta ,TN ,214000
2412,37938, KNOXVILLE ,TN ,93900
2413,37918, KNOXVILLE ,TN ,165000
2414,37067, FRANKLIN ,TN ,719900
2415,38558, Crossville ,TN ,285000
2416,37138, Old Hickory ,TN ,299900
2417,37415, CHATTANOOGA ,TN ,195000
2418,37336, GEORGETOWN ,TN ,158000
2419,38017, COLLIERVILLE ,TN ,364900
2420,37311, Cleveland ,TN ,119900
2421,38017, COLLIERVILLE ,TN ,650000
2422,37215, NASHVILLE ,TN ,7900000
2423,37743, Greeneville ,TN ,149900
2424,37042, CLARKSVILLE ,TN ,169900
2425,92649, Huntington Beach ,CA ,290000
2426,90606, WHITTIER ,CA ,389000
2427,94547, HERCULES ,CA ,549950
2428,95405, Santa Rosa ,CA ,459000
2429,93560, Rosamond ,CA ,20422
2430,90210, BEVERLY HILLS ,CA ,22500000
2431,90210, BEVERLY HILLS ,CA ,19998000
2432,90077, LOS ANGELES ,CA ,6989000
2433,94110, SAN FRANCISCO ,CA ,788000
2434,92264, PALM SPRINGS ,CA ,249500
2435,90069, Los Angeles ,CA ,10495000
2436,90805, LONG BEACH ,CA ,498500
2437,94577, San Leandro ,CA ,550000
2438,92118, Coronado ,CA ,25000000
2439,94063, Redwood City ,CA ,839000
2440,95136, SAN JOSE ,CA ,998000
2441,90077, LOS ANGELES ,CA ,6499000
2442,90265, MALIBU ,CA ,20875000
2443,91335, RESEDA ,CA ,579000
2444,90210, BEVERLY HILLS ,CA ,29999000
2445,90805, LONG BEACH ,CA ,425000
2446,94040, MOUNTAIN VIEW ,CA ,1988000
2447,90805, LONG BEACH ,CA ,499995
2448,92064, POWAY ,CA ,900000
2449,91350, Santa Clarita ,CA ,499000
2450,84014, CENTERVILLE ,UT ,215000
2451,84790, Saint George ,UT ,379900
2452,84005, Eagle Mountain ,UT ,249900
2453,84790, St George ,UT ,420000
2454,84020, DRAPER ,UT ,447000
2455,84004, Alpine ,UT ,894000
2456,84098, Park City ,UT ,14900000
2457,84106, Millcreek ,UT ,185000
2458,84088, West Jordan ,UT ,299900
2459,84780, Washington ,UT ,2600000
2460,84604, Provo ,UT ,249900
2461,84088, WEST JORDAN ,UT ,345000
2462,84094, Sandy ,UT ,329900
2463,84020, Draper ,UT ,519900
2464,84093, SANDY ,UT ,499000
2465,84790, St George ,UT ,333500
2466,84770, St George ,UT ,279999
2467,84606, Provo ,UT ,374900
2468,84043, Lehi ,UT ,495000
2469,84025, Farmington ,UT ,475000
2470,84501, PRICE ,UT ,89900
2471,84404, Ogden ,UT ,229900
2472,84790, St George ,UT ,189500
2473,84106, SALT LAKE CITY ,UT ,615000
2474,84097, Orem ,UT ,399900
2475,75040, GARLAND ,TX ,65000
2476,76111, Fort Worth ,TX ,300000
2477,78254, SAN ANTONIO ,TX ,247900
2478,75253, Dallas ,TX ,180000
2479,77380, SPRING ,TX ,140000
2480,77449, KATY ,TX ,147000
2481,76051, Grapevine ,TX ,360000
2482,77095, Houston ,TX ,217000
2483,77379, SPRING ,TX ,359084
2484,75034, Frisco ,TX ,435000
2485,75201, DALLAS ,TX ,199500
2486,78745, AUSTIN ,TX ,410000
2487,78704, Austin ,TX ,499999
2488,78163, BULVERDE ,TX ,300000
2489,77090, HOUSTON ,TX ,199000
2490,75007, CARROLLTON ,TX ,269900
2491,75034, Frisco ,TX ,4995000
2492,79938, EL PASO ,TX ,182000
2493,76120, Fort Worth ,TX ,235900
2494,77068, HOUSTON ,TX ,899000
2496,75010, CARROLLTON ,TX ,310000
2497,77004, HOUSTON ,TX ,150000
2498,79938, EL PASO ,TX ,187950
2499,78660, Pflugerville ,TX ,191990
