,zipcode,city,state,median_listing_price
0,01001,Agawam, MA,201225.0
1,01002,Amherst, MA,454050.0
2,01005,Barre, MA,243225.0
3,01007,Belchertown, MA,333775.0
4,01008,Blandford, MA,223725.0
5,01010,Brimfield, MA,352025.0
6,01013,Chicopee, MA,172250.0
7,01020,Chicopee, MA,169078.25
8,01022,Chicopee, MA,129950.0
9,01027,Easthampton, MA,299950.0
10,,East Longmeadow, MA,269500.0
11,,Feeding Hills, MA,289950.0
12,,Granby, MA,308700.0
13,,Granville, MA,399950.0
14,,Hadley, MA,444975.0
15,,Hampden, MA,272250.0
16,,Holyoke, MA,184975.0
17,,Huntington, MA,226300.0
18,,Ludlow, MA,272450.0
19,,Monson, MA,263525.0
20,,Northampton, MA,359950.0
21,,Florence, MA,321425.0
22,,Palmer, MA,220000.0
23,,Southampton, MA,339650.0
24,,South Hadley, MA,257650.0
25,,Southwick, MA,325050.0
26,,Ware, MA,232500.0
27,,Westfield, MA,288250.0
28,,West Springfield, MA,257950.0
29,,Wilbraham, MA,286524.75
30,,Worthington, MA,247225.0
31,,Springfield, MA,159997.5
32,,Longmeadow, MA,352550.0
33,,Springfield, MA,145025.0
34,,Springfield, MA,136225.0
35,,Springfield, MA,169125.0
36,,Springfield, MA,169600.0
37,,Springfield, MA,185550.0
38,,Indian Orchard, MA,164550.0
39,,Pittsfield, MA,194750.0
40,,Adams, MA,134950.0
41,,Becket, MA,299275.0
42,,Dalton, MA,315500.0
43,,Great Barrington, MA,625050.0
44,,Hinsdale, MA,283500.0
45,,Lanesborough, MA,270774.75
46,,Lee, MA,287000.0
47,,Lenox, MA,535175.0
48,,Monterey, MA,549050.0
49,,North Adams, MA,92550.0
50,,Otis, MA,327050.0
51,,Richmond, MA,641550.0
52,,Sandisfield, MA,336550.0
53,,Sheffield, MA,425050.0
54,,South Egremont, MA,654050.0
55,,Stockbridge, MA,575050.0
56,,West Stockbridge, MA,658800.0
57,,Williamstown, MA,569300.0
58,,Greenfield, MA,200025.0
59,,Athol, MA,178700.0
60,,Northfield, MA,332475.0
61,,Orange, MA,167000.0
62,,South Deerfield, MA,345050.0
63,,Fitchburg, MA,224750.0
64,,Ashburnham, MA,272677.5
65,,Ashby, MA,286200.0
66,,Ayer, MA,432550.0
67,,Gardner, MA,225800.0
68,,Groton, MA,529950.0
69,,Harvard, MA,749050.0
70,,Hubbardston, MA,351275.0
71,,Leominster, MA,262475.0
72,,Littleton, MA,595550.0
73,,Lunenburg, MA,351775.0
74,,Pepperell, MA,442450.0
75,,Shirley, MA,399500.0
76,,Templeton, MA,230050.0
77,,Townsend, MA,324950.0
78,,Westminster, MA,447500.0
79,,Winchendon, MA,227000.0
80,,Auburn, MA,282450.0
81,,Blackstone, MA,338475.0
82,,Boylston, MA,745050.0
83,,Brookfield, MA,230050.0
84,,Charlton, MA,306272.0
85,,Clinton, MA,286050.0
86,,Douglas, MA,409950.0
87,,Fiskdale, MA,335550.0
88,,Grafton, MA,478775.0
89,,Holden, MA,416040.0
90,,Holland, MA,270750.0
91,,Lancaster, MA,477225.0
92,,Leicester, MA,289285.0
93,,Millbury, MA,324950.0
94,,Millville, MA,259050.0
95,,Northborough, MA,532050.0
96,,Northbridge, MA,445025.0
97,,North Brookfield, MA,269950.0
98,,North Grafton, MA,409050.0
99,,North Oxford, MA,276275.0
100,,Oxford, MA,261475.0
101,,Princeton, MA,499950.0
102,,Rutland, MA,363700.0
103,,Shrewsbury, MA,530050.0
104,,Southbridge, MA,197500.0
105,,South Grafton, MA,369950.0
106,,Spencer, MA,285150.0
107,,Sterling, MA,377764.25
108,,Sturbridge, MA,347474.75
109,,Upton, MA,455050.0
110,,Uxbridge, MA,354950.0
111,,Webster, MA,279450.0
112,,Dudley, MA,254500.0
113,,Westborough, MA,557550.0
114,,West Boylston, MA,292500.0
115,,West Brookfield, MA,272450.0
116,,Whitinsville, MA,342450.0
117,,Sutton, MA,436775.0
118,,Worcester, MA,283775.0
119,,Worcester, MA,219050.0
120,,Worcester, MA,229050.0
121,,Worcester, MA,255000.0
122,,Worcester, MA,284450.0
123,,Worcester, MA,219950.0
124,,Worcester, MA,347425.0
125,,Paxton, MA,414950.0
126,,Framingham, MA,569999.5
127,,Framingham, MA,424500.0
128,,Acton, MA,675050.0
129,,Ashland, MA,479050.0
130,,Bedford, MA,1173050.0
131,,Bolton, MA,699225.0
132,,Carlisle, MA,899950.0
133,,Concord, MA,1274050.0
134,,Holliston, MA,608362.5
135,,Hopedale, MA,334275.0
136,,Hopkinton, MA,688475.0
137,,Hudson, MA,399500.0
138,,Marlborough, MA,368725.0
139,,Maynard, MA,429850.0
140,,Mendon, MA,554950.0
141,,Milford, MA,384800.0
142,,Natick, MA,659500.0
143,,Sherborn, MA,791800.0
144,,Southborough, MA,827550.0
145,,Lincoln, MA,974550.0
146,,Stow, MA,395100.0
147,,Sudbury, MA,771905.0
148,,Wayland, MA,733275.0
149,,Woburn, MA,517500.0
150,,Burlington, MA,677225.0
151,,Andover, MA,744350.0
152,,Billerica, MA,484050.0
153,,Chelmsford, MA,459975.0
154,,Dracut, MA,335750.0
155,,Haverhill, MA,296050.0
156,,Haverhill, MA,284050.0
157,,Georgetown, MA,440000.0
158,,Groveland, MA,509275.0
159,,Haverhill, MA,320000.0
160,,Lawrence, MA,262250.0
161,,Lawrence, MA,294050.0
162,,Methuen, MA,379950.0
163,,North Andover, MA,489650.0
164,,Lowell, MA,260050.0
165,,Lowell, MA,278275.0
166,,Lowell, MA,332450.0
167,,Lowell, MA,304950.0
168,,Merrimac, MA,383150.0
169,,North Billerica, MA,480900.0
170,,North Chelmsford, MA,358750.0
171,,North Reading, MA,499950.0
172,,Reading, MA,602024.75
173,,Tewksbury, MA,409950.0
174,,Tyngsboro, MA,321783.0
175,,Wakefield, MA,579950.0
176,,Westford, MA,529950.0
177,,Wilmington, MA,684800.0
178,,Winchester, MA,1268550.0
179,,Lynn, MA,329950.0
180,,Lynn, MA,364950.0
181,,Lynn, MA,354725.0
182,,Saugus, MA,458000.0
183,,Swampscott, MA,447950.0
184,,Nahant, MA,749050.0
185,,Amesbury, MA,342550.0
186,,Beverly, MA,596249.75
187,,Boxford, MA,814775.0
188,,Danvers, MA,452225.0
189,,Essex, MA,649050.0
190,,Gloucester, MA,624500.0
191,,Ipswich, MA,805775.0
192,,Lynnfield, MA,701050.0
193,,Manchester, MA,1749300.0
194,,Marblehead, MA,741550.0
195,,Middleton, MA,809999.75
196,,Newburyport, MA,661225.0
197,,Newbury, MA,931275.0
198,,Salisbury, MA,399725.0
199,,Peabody, MA,399275.0
200,,Rockport, MA,699050.0
201,,Rowley, MA,505525.0
202,,Salem, MA,369050.0
203,,South Hamilton, MA,607150.0
204,,Topsfield, MA,814500.0
205,,Wenham, MA,813249.5
206,,West Newbury, MA,699950.0
207,,Bellingham, MA,361175.0
208,,Canton, MA,602550.0
209,,Cohasset, MA,995050.0
210,,Dedham, MA,579525.0
211,,Dover, MA,1912300.0
212,,Foxboro, MA,507050.0
213,,Franklin, MA,477025.0
214,,Hingham, MA,814050.0
215,,Hull, MA,410000.0
216,,Mansfield, MA,401200.0
217,,Marshfield, MA,482300.0
218,,Medfield, MA,820750.0
219,,Medway, MA,499950.0
220,,Millis, MA,547720.0
221,,Norfolk, MA,599950.0
222,,Norwell, MA,829050.0
223,,Norwood, MA,485050.0
224,,Scituate, MA,723500.0
225,,Sharon, MA,577450.0
226,,Stoughton, MA,338025.0
227,,Walpole, MA,622275.0
228,,Westwood, MA,703299.25
229,,Wrentham, MA,637975.0
230,,Boston, MA,3700050.0
231,,Boston, MA,2604800.0
232,,Boston, MA,1397050.0
233,,Boston, MA,1339800.0
234,,Boston, MA,1099550.0
235,,Boston, MA,2316050.0
236,,Boston, MA,1237550.0
237,,Roxbury, MA,501550.0
238,,Dorchester, MA,489050.0
239,,Dorchester Center, MA,506799.75
240,,Dorchester, MA,515000.0
241,,Charlestown, MA,730775.0
242,,Jamaica Plain, MA,617800.0
243,,Roslindale, MA,514050.0
244,,West Roxbury, MA,511270.0
245,,Brighton, MA,597500.0
246,,Hyde Park, MA,443718.5
247,,Cambridge, MA,999950.0
248,,Somerville, MA,989950.0
249,,Somerville, MA,877050.0
250,,Somerville, MA,699950.0
251,,Malden, MA,458494.0
252,,Everett, MA,449950.0
253,,Chelsea, MA,386775.0
254,,Revere, MA,403250.0
255,,Winthrop, MA,475050.0
256,,Medford, MA,624950.0
257,,Quincy, MA,484025.0
258,,Quincy, MA,552500.0
259,,Melrose, MA,522500.0
260,,Stoneham, MA,497578.0
261,,Braintree, MA,444725.0
262,,Milton, MA,1049775.0
263,,Weymouth, MA,374950.0
264,,East Weymouth, MA,359725.0
265,,South Weymouth, MA,416800.0
266,,North Weymouth, MA,387274.5
267,,Brockton, MA,306000.0
268,,Brockton, MA,299275.0
269,,Bridgewater, MA,403775.0
270,,Carver, MA,375049.5
271,,Duxbury, MA,634500.0
272,,East Bridgewater, MA,358300.0
273,,Halifax, MA,397000.0
274,,Hanover, MA,631200.0
275,,Hanson, MA,389500.0
276,,Holbrook, MA,336800.0
277,,Middleboro, MA,390775.0
278,,Lakeville, MA,458025.0
279,,Abington, MA,345300.0
280,,North Easton, MA,640025.0
281,,Pembroke, MA,573500.0
282,,Plymouth, MA,485025.0
283,,Kingston, MA,503974.75
284,,Randolph, MA,340050.0
285,,Rockland, MA,346000.0
286,,South Easton, MA,360274.75
287,,West Bridgewater, MA,376850.0
288,,Whitman, MA,329050.0
289,,Lexington, MA,1945050.0
290,,Lexington, MA,1856025.0
291,,Brookline, MA,1200800.0
292,,Brookline, MA,998299.75
293,,Waltham, MA,585000.0
294,,Waltham, MA,582450.0
295,,Waltham, MA,558525.0
296,,Newton, MA,1150050.0
297,,Newton Center, MA,1648275.0
298,,West Newton, MA,1705675.0
299,,Chestnut Hill, MA,1120049.5
300,,Waban, MA,1375050.0
301,,Watertown, MA,629050.0
302,,Arlington, MA,847050.0
303,,Arlington, MA,701800.0
304,,Belmont, MA,965050.0
305,,Wellesley Hills, MA,1826299.75
306,,Wellesley, MA,1699050.0
307,,Needham, MA,1368275.0
308,,Weston, MA,2407550.0
309,,Needham Heights, MA,1195050.0
310,,Buzzards Bay, MA,432475.0
311,,East Falmouth, MA,496550.0
312,,East Sandwich, MA,599050.0
313,,East Wareham, MA,263775.0
314,,Edgartown, MA,1411050.0
315,,Falmouth, MA,679050.0
316,,Woods Hole, MA,3362550.0
317,,Nantucket, MA,2295050.0
318,,North Falmouth, MA,709050.0
319,,Oak Bluffs, MA,815550.0
320,,Pocasset, MA,668275.0
321,,Sagamore Beach, MA,444950.0
322,,Sandwich, MA,422050.0
323,,Vineyard Haven, MA,1253550.0
324,,Wareham, MA,299950.0
325,,West Tisbury, MA,775050.0
326,,West Wareham, MA,299950.0
327,,Hyannis, MA,317475.0
328,,Barnstable, MA,797050.0
329,,Brewster, MA,499950.0
330,,Centerville, MA,554275.0
331,,Chatham, MA,1199050.0
332,,Cotuit, MA,550050.0
333,,Dennis, MA,662050.0
334,,Dennis Port, MA,261025.0
335,,Eastham, MA,525050.0
336,,Forestdale, MA,391000.0
337,,Harwich, MA,489050.0
338,,Harwich Port, MA,888550.0
339,,Marstons Mills, MA,500049.0
340,,Mashpee, MA,539525.0
341,,North Chatham, MA,1395050.0
342,,North Truro, MA,568550.0
343,,Orleans, MA,798050.0
344,,Osterville, MA,1381300.0
345,,Provincetown, MA,754050.0
346,,South Chatham, MA,545050.0
347,,South Dennis, MA,369950.0
348,,South Yarmouth, MA,377500.0
349,,Truro, MA,761550.0
350,,Wellfleet, MA,699050.0
351,,West Barnstable, MA,559500.0
352,,West Dennis, MA,474050.0
353,,West Harwich, MA,499050.0
354,,West Yarmouth, MA,325050.0
355,,Yarmouth Port, MA,455025.0
356,,Assonet, MA,329950.0
357,,Attleboro, MA,320800.0
358,,Dighton, MA,476275.0
359,,East Freetown, MA,459950.0
360,,East Taunton, MA,339950.0
361,,Fairhaven, MA,313700.0
362,,Fall River, MA,250021.25
363,,Fall River, MA,249050.0
364,,Fall River, MA,256024.75
365,,Fall River, MA,246050.0
366,,Somerset, MA,304950.0
367,,Marion, MA,592500.0
368,,Mattapoisett, MA,606275.0
369,,New Bedford, MA,217550.0
370,,Acushnet, MA,371200.0
371,,New Bedford, MA,259750.0
372,,North Dartmouth, MA,402050.0
373,,South Dartmouth, MA,685050.0
374,,North Attleboro, MA,364500.0
375,,Plainville, MA,469950.0
376,,North Dighton, MA,398725.0
377,,Norton, MA,385050.0
378,,Raynham, MA,432550.0
379,,Rehoboth, MA,499950.0
380,,Rochester, MA,459050.0
381,,Seekonk, MA,372500.0
382,,Swansea, MA,394950.0
383,,Berkley, MA,459725.0
384,,Taunton, MA,289950.0
385,,Westport, MA,567000.0
386,,Ashaway, RI,277000.0
387,,Barrington, RI,599950.0
388,,Block Island, RI,1132550.0
389,,Bristol, RI,409725.0
390,,Charlestown, RI,492300.0
391,,Chepachet, RI,350975.0
392,,Coventry, RI,284950.0
393,,West Greenwich, RI,419950.0
394,,East Greenwich, RI,488175.0
395,,Exeter, RI,434050.0
396,,Foster, RI,337450.0
397,,Greenville, RI,319950.0
398,,Harrisville, RI,304950.0
399,,Hope, RI,479050.0
400,,Hope Valley, RI,350050.0
401,,Jamestown, RI,704025.0
402,,Little Compton, RI,629800.0
403,,Newport, RI,641050.0
404,,Middletown, RI,451550.0
405,,North Kingstown, RI,415950.0
406,,North Scituate, RI,377475.0
407,,Pascoag, RI,252450.0
408,,Pawtucket, RI,228050.0
409,,Pawtucket, RI,220500.0
410,,Cumberland, RI,315750.0
411,,Lincoln, RI,394275.0
412,,Portsmouth, RI,574950.0
413,,Saunderstown, RI,610050.0
414,,Tiverton, RI,449050.0
415,,Wakefield, RI,549050.0
416,,Narragansett, RI,598050.0
417,,Warren, RI,394800.0
418,,Warwick, RI,272225.0
419,,Warwick, RI,243700.0
420,,Warwick, RI,239050.0
421,,Westerly, RI,544300.0
422,,West Kingston, RI,332300.0
423,,West Warwick, RI,268600.0
424,,Woonsocket, RI,202450.0
425,,North Smithfield, RI,330050.0
426,,Providence, RI,359500.0
427,,Providence, RI,222200.0
428,,Providence, RI,242500.0
429,,Providence, RI,407500.0
430,,Providence, RI,173025.0
431,,Providence, RI,199525.0
432,,Providence, RI,189950.0
433,,Cranston, RI,229874.75
434,,North Providence, RI,239950.0
435,,East Providence, RI,264725.0
436,,Riverside, RI,276000.0
437,,Rumford, RI,289950.0
438,,Smithfield, RI,349500.0
439,,Johnston, RI,284550.0
440,,Cranston, RI,274725.0
441,,Cranston, RI,434475.0
442,,Amherst, NH,449950.0
443,,Auburn, NH,310525.0
444,,Brookline, NH,386050.0
445,,Chester, NH,366750.0
446,,Deerfield, NH,422275.0
447,,Derry, NH,321250.0
448,,Epping, NH,392800.0
449,,Francestown, NH,343725.0
450,,Fremont, NH,332450.0
451,,Goffstown, NH,304775.0
452,,Greenville, NH,170425.0
453,,Hollis, NH,576275.0
454,,Hudson, NH,325000.0
455,,Litchfield, NH,444618.75
456,,Londonderry, NH,338675.0
457,,Merrimack, NH,321225.0
458,,Milford, NH,328450.0
459,,Mont Vernon, NH,427500.0
460,,Nashua, NH,271300.0
461,,Nashua, NH,368025.0
462,,Nashua, NH,232225.0
463,,Nashua, NH,291225.0
464,,New Boston, NH,403550.0
465,,New Ipswich, NH,317500.0
466,,Pelham, NH,454700.0
467,,Raymond, NH,346500.0
468,,Salem, NH,471200.0
469,,Wilton, NH,299000.0
470,,Windham, NH,501275.0
471,,Manchester, NH,256775.0
472,,Manchester, NH,220475.0
473,,Manchester, NH,248950.0
474,,Hooksett, NH,312450.0
475,,Manchester, NH,272500.0
476,,Bedford, NH,596275.0
477,,Andover, NH,265025.0
478,,Ashland, NH,79400.0
479,,Belmont, NH,244775.0
480,,Bradford, NH,239550.0
481,,Bristol, NH,219050.0
482,,Campton, NH,214950.0
483,,Canterbury, NH,216375.0
484,,Center Barnstead, NH,219950.0
485,,Contoocook, NH,294950.0
486,,Epsom, NH,270500.0
487,,Franklin, NH,197050.0
488,,Gilmanton, NH,248475.0
489,,Grafton, NH,150700.0
490,,Henniker, NH,350000.0
491,,Hillsborough, NH,220050.0
492,,Holderness, NH,335050.0
493,,Laconia, NH,239050.0
494,,Gilford, NH,334050.0
495,,Lincoln, NH,252450.0
496,,Meredith, NH,389550.0
497,,Moultonborough, NH,376225.0
498,,Newbury, NH,412050.0
499,,New Hampton, NH,405000.0
500,,New London, NH,416250.0
501,,Northwood, NH,314500.0
502,,North Woodstock, NH,124950.0
503,,Pittsfield, NH,263775.0
504,,Plymouth, NH,216175.0
505,,Rumney, NH,189450.0
506,,Sanbornton, NH,315775.0
507,,Suncook, NH,234950.0
508,,Tilton, NH,272550.0
509,,Warner, NH,289950.0
510,,Washington, NH,279950.0
511,,Weare, NH,279950.0
512,,Thornton, NH,248500.0
513,,Wilmot, NH,224050.0
514,,Nottingham, NH,381224.75
515,,Concord, NH,312000.0
516,,Concord, NH,239750.0
517,,Bow, NH,411799.0
518,,Loudon, NH,374775.0
519,,Keene, NH,199050.0
520,,Antrim, NH,240000.0
521,,Dublin, NH,533050.0
522,,Swanzey, NH,197900.0
523,,Fitzwilliam, NH,270050.0
524,,Hancock, NH,343550.0
525,,Hinsdale, NH,139725.0
526,,Jaffrey, NH,254025.0
527,,Peterborough, NH,304050.0
528,,Rindge, NH,269425.0
529,,Spofford, NH,326275.0
530,,Stoddard, NH,293500.0
531,,Winchester, NH,212300.0
532,,Littleton, NH,177250.0
533,,Berlin, NH,84850.0
534,,Bethlehem, NH,207225.0
535,,Colebrook, NH,139925.0
536,,Errol, NH,179050.0
537,,Franconia, NH,367525.0
538,,Gorham, NH,179950.0
539,,Groveton, NH,110050.0
540,,Jefferson, NH,325050.0
541,,Lancaster, NH,222425.0
542,,Lisbon, NH,149950.0
543,,Milan, NH,177475.0
544,,North Stratford, NH,148050.0
545,,Pittsburg, NH,158550.0
546,,Whitefield, NH,182250.0
547,,Alstead, NH,259050.0
548,,Charlestown, NH,221275.0
549,,Walpole, NH,395675.0
550,,Canaan, NH,225050.0
551,,Claremont, NH,139950.0
552,,Enfield, NH,288725.0
553,,Grantham, NH,276323.0
554,,Hanover, NH,640550.0
555,,Haverhill, NH,114050.0
556,,Lebanon, NH,285050.0
557,,Newport, NH,159950.0
558,,North Haverhill, NH,154950.0
559,,Sunapee, NH,323675.0
560,,West Lebanon, NH,408612.5
561,,Woodsville, NH,107550.0
562,,Portsmouth, NH,599950.0
563,,Alton, NH,309550.0
564,,Alton Bay, NH,329950.0
565,,Atkinson, NH,525050.0
566,,Bartlett, NH,234650.0
567,,Center Conway, NH,279050.0
568,,Center Ossipee, NH,237000.0
569,,Center Tuftonboro, NH,488550.0
570,,Conway, NH,235000.0
571,,Danville, NH,389950.0
572,,Dover, NH,365450.0
573,,Durham, NH,396225.0
574,,Barrington, NH,357450.0
575,,East Kingston, NH,394950.0
576,,East Wakefield, NH,275950.0
577,,Exeter, NH,384950.0
578,,Farmington, NH,183475.0
579,,Freedom, NH,203750.0
580,,Greenland, NH,379975.0
581,,Hampstead, NH,375975.0
582,,Hampton, NH,424500.0
583,,Hampton Falls, NH,539525.0
584,,Jackson, NH,422500.0
585,,Kingston, NH,340200.0
586,,Madison, NH,252500.0
587,,Milton, NH,199950.0
588,,New Durham, NH,277275.0
589,,Newfields, NH,644550.0
590,,Newmarket, NH,423700.0
591,,Newton, NH,368450.0
592,,North Conway, NH,307225.0
593,,Lee, NH,429725.0
594,,North Hampton, NH,749050.0
595,,Ossipee, NH,264650.0
596,,Plaistow, NH,319950.0
597,,Rochester, NH,249950.0
598,,Rochester, NH,267550.0
599,,Rollinsford, NH,352225.0
600,,Rye, NH,855550.0
601,,Sanbornville, NH,322275.0
602,,Sandown, NH,358975.0
603,,Seabrook, NH,349950.0
604,,Somersworth, NH,258700.0
605,,Effingham, NH,267475.0
606,,Strafford, NH,346938.5
607,,Stratham, NH,509950.0
608,,Tamworth, NH,264725.0
609,,Union, NH,189950.0
610,,Wolfeboro, NH,372275.0
611,,Berwick, ME,302049.25
612,,Cape Neddick, ME,799050.0
613,,Eliot, ME,426800.0
614,,Kittery, ME,489299.75
615,,Kittery Point, ME,895050.0
616,,North Berwick, ME,315600.0
617,,Ogunquit, ME,619350.0
618,,South Berwick, ME,325050.0
619,,York, ME,429950.0
620,,Acton, ME,313400.0
621,,Alfred, ME,297475.0
622,,Biddeford, ME,319625.0
623,,Bridgton, ME,249800.0
624,,Brownfield, ME,211700.0
625,,Brunswick, ME,319950.0
626,,Casco, ME,228049.75
627,,Cornish, ME,267050.0
628,,Cumberland Center, ME,397500.0
629,,Denmark, ME,225300.0
630,,Lebanon, ME,250050.0
631,,Sebago, ME,234300.0
632,,Freeport, ME,393025.0
633,,Fryeburg, ME,259050.0
634,,Gorham, ME,366650.0
635,,Gray, ME,339450.0
636,,Harrison, ME,333275.0
637,,Hiram, ME,199500.0
638,,Hollis Center, ME,319950.0
639,,Kennebunk, ME,380100.0
640,,Kennebunkport, ME,724550.0
641,,Parsonsfield, ME,254550.0
642,,Limerick, ME,231525.0
643,,Limington, ME,245050.0
644,,Lovell, ME,339725.0
645,,Naples, ME,205050.0
646,,Windham, ME,254525.0
647,,Old Orchard Beach, ME,382397.5
648,,Raymond, ME,289950.0
649,,Saco, ME,362300.0
650,,Sanford, ME,219950.0
651,,Scarborough, ME,429500.0
652,,Shapleigh, ME,299950.0
653,,Harpswell, ME,399050.0
654,,Springvale, ME,224525.0
655,,Standish, ME,259950.0
656,,Topsham, ME,340800.0
657,,Waterboro, ME,274550.0
658,,Waterford, ME,297524.75
659,,Wells, ME,357049.75
660,,Westbrook, ME,241850.0
661,,Buxton, ME,287500.0
662,,West Newfield, ME,249725.0
663,,Yarmouth, ME,846550.0
664,,North Yarmouth, ME,449500.0
665,,Portland, ME,499050.0
666,,Portland, ME,312050.0
667,,Portland, ME,348800.0
668,,Falmouth, ME,589950.0
669,,South Portland, ME,280000.0
670,,Cape Elizabeth, ME,544900.0
671,,Peaks Island, ME,633725.0
672,,Cumberland Foreside, ME,631050.0
673,,Auburn, ME,181800.0
674,,Bethel, ME,215050.0
675,,Bryant Pond, ME,224275.0
676,,Buckfield, ME,136450.0
677,,Dixfield, ME,91925.0
678,,Greene, ME,190050.0
679,,Jay, ME,128725.0
680,,Lewiston, ME,148800.0
681,,Lisbon, ME,243775.0
682,,Livermore, ME,210050.0
683,,Livermore Falls, ME,82225.0
684,,Greenwood, ME,199050.0
685,,Mexico, ME,84525.0
686,,Monmouth, ME,188050.0
687,,New Gloucester, ME,379050.0
688,,Newry, ME,410975.0
689,,Norway, ME,182050.0
690,,Oxford, ME,225050.0
691,,Poland, ME,332525.0
692,,Rumford, ME,91350.0
693,,Sabattus, ME,207800.0
694,,South Paris, ME,157000.0
695,,Turner, ME,250050.0
696,,Wilton, ME,132225.0
697,,Augusta, ME,179950.0
698,,Gardiner, ME,210225.0
699,,Hallowell, ME,252050.0
700,,Jefferson, ME,250050.0
701,,Kents Hill, ME,200050.0
702,,Litchfield, ME,229950.0
703,,Manchester, ME,417550.0
704,,Mount Vernon, ME,242500.0
705,,Palermo, ME,258777.5
706,,Readfield, ME,240050.0
707,,Richmond, ME,211550.0
708,,South China, ME,262450.0
709,,Winthrop, ME,256750.0
710,,Bangor, ME,182500.0
711,,Abbot, ME,156175.0
712,,Brewer, ME,150025.0
713,,Brownville, ME,189950.0
714,,Bucksport, ME,195050.0
715,,Castine, ME,555050.0
716,,Danforth, ME,113775.0
717,,Dover Foxcroft, ME,149950.0
718,,Eddington, ME,189950.0
719,,Holden, ME,249525.0
720,,East Millinocket, ME,58150.0
721,,Greenville, ME,199500.0
722,,Guilford, ME,114950.0
723,,Hampden, ME,248700.0
724,,Howland, ME,82000.0
725,,Hudson, ME,129500.0
726,,Levant, ME,234950.0
727,,Lincoln, ME,140050.0
728,,Milford, ME,123775.0
729,,Millinocket, ME,100500.0
730,,Milo, ME,68550.0
731,,Monson, ME,200050.0
732,,Old Town, ME,128700.0
733,,Orland, ME,285050.0
734,,Orono, ME,197550.0
735,,Orrington, ME,214350.0
736,,Penobscot, ME,224800.0
737,,Rockwood, ME,294050.0
738,,Sangerville, ME,126550.0
739,,Sebec, ME,209950.0
740,,Springfield, ME,143975.0
741,,West Enfield, ME,129550.0
742,,Winterport, ME,205025.0
743,,Bath, ME,209050.0
744,,Boothbay, ME,332525.0
745,,Boothbay Harbor, ME,370550.0
746,,Bristol, ME,275050.0
747,,Damariscotta, ME,279050.0
748,,East Boothbay, ME,481300.0
749,,Friendship, ME,212050.0
750,,Newcastle, ME,362500.0
751,,Nobleboro, ME,299050.0
752,,Edgecomb, ME,319050.0
753,,Phippsburg, ME,400775.0
754,,Cushing, ME,345050.0
755,,Waldoboro, ME,189050.0
756,,Washington, ME,368175.0
757,,Wiscasset, ME,282025.0
758,,Woolwich, ME,295050.0
759,,Ellsworth, ME,225050.0
760,,Addison, ME,189300.0
761,,Gouldsboro, ME,387050.0
762,,Bar Harbor, ME,719550.0
763,,Blue Hill, ME,315100.0
764,,Brooklin, ME,571800.0
765,,Brooksville, ME,371550.0
766,,Calais, ME,119550.0
767,,Cherryfield, ME,132500.0
768,,Deer Isle, ME,433300.0
769,,East Machias, ME,160050.0
770,,Eastport, ME,183050.0
771,,Franklin, ME,181050.0
772,,Hancock, ME,282050.0
773,,Harrington, ME,181775.0
774,,Jonesport, ME,253725.0
775,,Lubec, ME,202500.0
776,,Machias, ME,148525.0
777,,Machiasport, ME,154800.0
778,,Milbridge, ME,146275.0
779,,Mount Desert, ME,795050.0
780,,Sullivan, ME,175175.0
781,,Pembroke, ME,144750.0
782,,Perry, ME,181250.0
783,,Robbinston, ME,199547.5
784,,Sedgwick, ME,344550.0
785,,Southwest Harbor, ME,416800.0
786,,Steuben, ME,271550.0
787,,Stonington, ME,272550.0
788,,Surry, ME,324161.0
789,,Whiting, ME,156550.0
790,,Winter Harbor, ME,189050.0
791,,Baileyville, ME,126925.0
792,,Houlton, ME,88950.0
793,,Ashland, ME,99050.0
794,,Caribou, ME,98925.0
795,,Eagle Lake, ME,145000.0
796,,Fort Fairfield, ME,118775.0
797,,Fort Kent, ME,134525.0
798,,Island Falls, ME,99550.0
799,,Limestone, ME,84950.0
800,,Madawaska, ME,102050.0
801,,Mapleton, ME,129950.0
802,,Patten, ME,214050.0
803,,Portage, ME,149550.0
804,,Presque Isle, ME,109050.0
805,,Stockholm, ME,155050.0
806,,Van Buren, ME,125050.0
807,,Washburn, ME,72050.0
808,,Rockland, ME,203050.0
809,,Camden, ME,383775.0
810,,Islesboro, ME,565050.0
811,,Lincolnville, ME,317000.0
812,,Owls Head, ME,358300.0
813,,Rockport, ME,412050.0
814,,South Thomaston, ME,275050.0
815,,Tenants Harbor, ME,396050.0
816,,Thomaston, ME,223050.0
817,,Union, ME,259050.0
818,,Vinalhaven, ME,329050.0
819,,Warren, ME,221775.0
820,,Waterville, ME,132450.0
821,,Anson, ME,103625.0
822,,Belfast, ME,249725.0
823,,Belgrade, ME,257000.0
824,,Bingham, ME,59550.0
825,,Brooks, ME,156300.0
826,,Clinton, ME,124300.0
827,,Corinna, ME,131425.0
828,,Dexter, ME,108050.0
829,,Eustis, ME,199050.0
830,,Fairfield, ME,115500.0
831,,Farmington, ME,144975.0
832,,Harmony, ME,159750.0
833,,Hartland, ME,128600.0
834,,Jackman, ME,168450.0
835,,Kingfield, ME,272800.0
836,,Liberty, ME,154050.0
837,,Madison, ME,94950.0
838,,Newport, ME,159050.0
839,,Norridgewock, ME,70050.0
840,,North Anson, ME,181300.0
841,,New Portland, ME,112800.0
